dataset,method,method_family,requested_budget_type,requested_budget,actual_structural_storage_ratio,support_node_ratio,support_edge_ratio,raw_hgb_text_byte_ratio,graph_seed_count,training_seed_count,test_micro_f1_mean,test_micro_f1_std,test_macro_f1_mean,test_macro_f1_std,validation_micro_f1_mean,validation_macro_f1_mean,validation_proxy_score,recovery_vs_native_full_micro,recovery_vs_native_full_macro,schema_compatible,target_preserving,official_hgb_exported,official_sehgnn_unmodified,training_executed,eligible_for_main_table,success,failure_type,failure_reason,selected_edge_hash,planner_config_hash,source_path,repo_url
ACM,GraphSparsify-TP,external_tp_baseline,structural_storage_ratio,0.16,0.16,,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,GraphSparsify-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,0d0724c23764c9adf0e225dc2b1a00cfe0c81c21964c95da83457d294c3c82f1,2bd4339c07af5e2a01963dc741e83b17bcbbf8f81c7c56041a57481b01afc428,local:external_tp_baseline_impl,
ACM,Coarsening-HG-TP,external_tp_baseline,support_node_ratio,0.3,,0.3,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Coarsening-HG-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,74c96c6a9676baa7cc2835ed2ebf8c5ebb6efc9f4860822fa361fd45de6a6c4b,456f713a2d1d50f0c0340c022489451355ed673eb5d48d981252dec22cd8e233,local:external_tp_baseline_impl,
ACM,Coarsening-HG-TP,external_tp_baseline,support_node_ratio,0.5,,0.5,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Coarsening-HG-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,2e55f88c3b966d753fec0afc2abaa7627030856fe54bdd785d3a9a755dbf805f,4e631ad797318bdf4b155e7c6a9f29d9a97c7d6e6f9666990077033be0511f27,local:external_tp_baseline_impl,
ACM,Coarsening-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,0.3,,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Coarsening-HG-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,a335f5c2d76b6f131fd9153814aaf6fbf8f3651748d2c024f191fac2426c2a50,c6cf485e5e995f3e546326bdfeff9ee3102ecf1059207697ee2982b4c99c4c2a,local:external_tp_baseline_impl,
ACM,Coarsening-HG-TP,external_tp_baseline,structural_storage_ratio,0.2,0.2,,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Coarsening-HG-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,c7ec513fd8dd1fb8ae7b0a5df7a8f0d0ff7c8330ffb554a6c620f06641027ee3,eac032fcce0e16a5750ab786fee557e4775a80ecd477e81884c5f730c2314912,local:external_tp_baseline_impl,
ACM,Coarsening-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,0.16,,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Coarsening-HG-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,5ec8c3b146ab4cab1793b105dff82abead36c66ca9009f27849ce94bc01230d3,5180021f9b0bf4e12f2d06ba1a482f92d518ed5a8f41104c63eca8aba09a397e,local:external_tp_baseline_impl,
ACM,FreeHGC-score-TP,external_tp_baseline,support_node_ratio,0.3,,0.3,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,FreeHGC-score-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,368b92d26076c245f242d66f6b596e37d9567ca5af6a69d551abfcc8fa3baa48,b2ba571a71ce8db592f9f12e5d9487a7d3c7008f17122a3541e0e86e49637d5f,local:external_tp_baseline_impl,https://github.com/GooLiang/FreeHGC
ACM,FreeHGC-score-TP,external_tp_baseline,support_node_ratio,0.5,,0.5,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,FreeHGC-score-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,1ce9d5150258a6a88a377b5c9738295f1ada535193cc3ef7278b9d39c2fcb862,78028d36b9d48f6f3c37d7c84ec8fcf1011a377be44e5b5d47886f560a213cec,local:external_tp_baseline_impl,https://github.com/GooLiang/FreeHGC
ACM,FreeHGC-score-TP,external_tp_baseline,structural_storage_ratio,0.3,0.3,,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,FreeHGC-score-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,11db580df0df67b956d7ecf971b7b41563c93accf4168a021477a95088370c27,1a5d4d0e5f845cbd4f4afe9d6bf2f40b0fe30583a14740b9b343af1a3a175c0a,local:external_tp_baseline_impl,https://github.com/GooLiang/FreeHGC
ACM,FreeHGC-score-TP,external_tp_baseline,structural_storage_ratio,0.2,0.2,,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,FreeHGC-score-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,8f2581ee5994c33719232792ab723a10d817fd22e89daca1b9bdb9f548a69430,c29d1e8df8a1d5b4cbd2873300838e8c4e5aaa5235753782c681cf8eeb4eb195,local:external_tp_baseline_impl,https://github.com/GooLiang/FreeHGC
ACM,FreeHGC-score-TP,external_tp_baseline,structural_storage_ratio,0.16,0.16,,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,FreeHGC-score-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,0b4ec679382ff970c838015db96a51a1c7eba9c23e90af4354244b537d43ac8d,c3ec9175e3bf96a1bda2b950c25954bea1097904c087f40291f322d0224fe20e,local:external_tp_baseline_impl,https://github.com/GooLiang/FreeHGC
IMDB,Random-HG-TP,external_tp_baseline,support_node_ratio,0.3,,0.3,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Random-HG-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,1f1b2a6d7c3e5dd213307377afd8833f64d04009dac14c6488c0d1229c1499d8,ccbddac4bccc94b4e5bd2fd5defbe07f73f031df33c9822e55e433f9637fa8d2,local:external_tp_baseline_impl,
IMDB,Random-HG-TP,external_tp_baseline,support_node_ratio,0.5,,0.5,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Random-HG-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,ac414bab60cc1f0560aeb51f971b8dba5f3ae7575c5f19219c54f751ee465e22,d3ced7391a8931c103e63c58112efe0252b88e32b593bdaebdff9cbf4686320b,local:external_tp_baseline_impl,
IMDB,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,0.3,,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Random-HG-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,a78fe624fcf7e63a3f9762b5c6bb61afeecf7d085e8bc90a10effbd3c1f4af8f,d8ed27926d641755d8b037af2478bb0b2ce0423ebc0bc9a2abbc2595d6813451,local:external_tp_baseline_impl,
IMDB,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.2,0.2,,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Random-HG-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,2f4705b3f2fc9c261b1f334cb58fe151393c10dc0370ebda93832ecf1647f688,ebb005014877285e951c577a1efdf74a00464c594fa61ebf9a4e2ad7d7148586,local:external_tp_baseline_impl,
IMDB,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,0.16,,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Random-HG-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,3d82687ca703119255c36f4110c25a5c10e4fc7a45fb1c524c90dfed68ccab34,8972055e9a83ac9ccaaae6d2869fe2ba3bbe27ab0377847465fdb548a2bf1b84,local:external_tp_baseline_impl,
IMDB,Herding-HG-TP,external_tp_baseline,support_node_ratio,0.3,,0.3,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Herding-HG-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,959cc825575cef12a5688aa70f51b8a79f7c92250a1721d791d69ccba990bf43,0e2e701206c50a6daaff9494927f8a973288157125a133ae6820017460b85214,local:external_tp_baseline_impl,
IMDB,Herding-HG-TP,external_tp_baseline,support_node_ratio,0.5,,0.5,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Herding-HG-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,9cbf261120de9b81cbdf7f86e40da08ad683190e1641c8b0ffbab89321d957f6,4f9bcfddb4ef100cff6a10388f5ee7c9b9d87f6ea880b5df5a1167f095461651,local:external_tp_baseline_impl,
IMDB,Herding-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,0.3,,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Herding-HG-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,f74c1f6a52385294cef90ed65fba504bcee67953cd8ee57821cf332ed147909c,f972b1644ff7d1c277d89e5b7a68d79b151306e557783b6ecf8b4a6d53e1a7bb,local:external_tp_baseline_impl,
IMDB,Herding-HG-TP,external_tp_baseline,structural_storage_ratio,0.2,0.2,,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Herding-HG-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,248da8dc7c33ed91ab472e12d33603c5c54088aae8e2b19c6347a8be09864864,513e9e3977cd934c14511f4789b36e111229a869cc70a17c3896783df16cb1ba,local:external_tp_baseline_impl,
IMDB,Herding-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,0.16,,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Herding-HG-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,98922f1a099dfdfbe3b5773b25861e22e3c14d4bb13f6e09fdcf184679b5c533,dd9531c902cd43e20b3d2465249af4ffa98d8b69c58d42d95d101f2325624279,local:external_tp_baseline_impl,
IMDB,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.3,,0.3,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,KCenter-HG-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,2162b2259186553c27260bf36f741caa5ed1e080c0303243e43b1d3a600b674c,8a4db574474c0cc8f8545ca80cc1b2bbeee30580f892fd432a45fc02a40c73e1,local:external_tp_baseline_impl,
IMDB,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.5,,0.5,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,KCenter-HG-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,09117868514bb76b3545d681d1b89d9bf1215f8865b5796b7d7b6931c9aadffe,2a98b911a81fb337d3d3b8cd5a626212329e13931b05954f3479bb487042f467,local:external_tp_baseline_impl,
IMDB,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,0.3,,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,KCenter-HG-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,715bf794c1761c61b07f55cae9cbface29dcfa789b3ef7d9f4511b8e6ed09994,92050903f02909a2fa86ff383e4f373b2ade1126aac8db87ae1aea369ae480d4,local:external_tp_baseline_impl,
IMDB,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.2,0.2,,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,KCenter-HG-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,7d5daab6e7b9ffc3081768b7590e62b989ded696867b9cd24cf2fd4356162b00,c44408b63065464846092af58574c80c9aa0a67780d76d5d59ccee9ccafc8545,local:external_tp_baseline_impl,
IMDB,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,0.16,,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,KCenter-HG-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,a3c89ede2a508db75ef4b55218569caff82290c55f1cee17c6a3b5607c4f3b9f,f37ae3de64071e5698feab8d0e920d489bf9270eabb4ab982721ce930fdb1d0e,local:external_tp_baseline_impl,
IMDB,GraphSparsify-TP,external_tp_baseline,support_node_ratio,0.3,,0.3,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,GraphSparsify-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,e4724e79d13d37677a54a40231fa1d0d13771e044d3f2078b2fae668b027d0eb,36c86ebe233bf6def56e901814f5240f8941a376108ebdaa01236916d6b023cd,local:external_tp_baseline_impl,
IMDB,GraphSparsify-TP,external_tp_baseline,support_node_ratio,0.5,,0.5,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,GraphSparsify-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,6765f8dda64bf8bdbdaeeb7abceab812e9d2ef1106dc2fed12e97a406dc98f59,e4ad320417041aa4dfcb9dbf2f90708dac5a9590da8ad15756a3f802d9b9f95b,local:external_tp_baseline_impl,
IMDB,GraphSparsify-TP,external_tp_baseline,structural_storage_ratio,0.3,0.3,,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,GraphSparsify-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,384a14f2bd021a337bb5a77e6ba5bd67d9b2607b9c4c0fd8dd04991f559bfd21,2a5fb7cd6b8da9c45f942fc556a505659cc9bc9dbdb7fa1cab5dee3c16f9605a,local:external_tp_baseline_impl,
IMDB,GraphSparsify-TP,external_tp_baseline,structural_storage_ratio,0.2,0.2,,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,GraphSparsify-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,f2c95b07db1e75ad63e66dfb33f47cfe043372c8f619a813f9c7e21805d638c5,abe44f8d4f2ed866b3dd794f802dca0bb7bce126da47d8609017e243fea8dfd6,local:external_tp_baseline_impl,
IMDB,GraphSparsify-TP,external_tp_baseline,structural_storage_ratio,0.16,0.16,,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,GraphSparsify-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,c23043c121172b60a48b22fd44ae90b1442497d50c5106c9cec306e004070ac4,91c082ce61ee8a90d890b7b47657ce8265a23c8a9992288d6f6a7090769d38a6,local:external_tp_baseline_impl,
IMDB,Coarsening-HG-TP,external_tp_baseline,support_node_ratio,0.3,,0.3,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Coarsening-HG-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,dd724efb3c733a575e853a87511dfd4bff173b661dfa7fed2318729919f35aa7,e817f5bcc9c18f67eb550d36242d9d211daf23ff670788463a55bc3fd9365885,local:external_tp_baseline_impl,
IMDB,Coarsening-HG-TP,external_tp_baseline,support_node_ratio,0.5,,0.5,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Coarsening-HG-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,08ad27f28bd463148d2c793032229bc3ec4e8594ee8e65f1dba89a59ff681e94,ef2b3050ae446f767cbc082dbbf7cb814a160b9b520890011e1e002f395e3360,local:external_tp_baseline_impl,
IMDB,Coarsening-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,0.3,,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Coarsening-HG-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,16cb95113a7dc3fd6b8f83dd5479130840565466f00041fc1b31f297a848c2db,5a9c770bebd0c09441516c0bed2bce752a3d6891cb2c5cbea6763a6c36070c20,local:external_tp_baseline_impl,
IMDB,Coarsening-HG-TP,external_tp_baseline,structural_storage_ratio,0.2,0.2,,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Coarsening-HG-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,489dcd9773f77c31a0faeac2e819397c0ca0a1dcba722c6f10f0dc32cae130c3,2d2a6cea6994085aec8cb499f7fd1043e41ac5c0a92876872cbdb519486810fc,local:external_tp_baseline_impl,
IMDB,Coarsening-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,0.16,,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Coarsening-HG-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,2d39d53f45cd4e098c6ef0582b7d7453487ce07b58785c4f0a4fb9ef9b392968,65db45e1f8e5e0f0a757600af6e62a6547bf74b1f4a6164687c22de931b598b9,local:external_tp_baseline_impl,
IMDB,FreeHGC-score-TP,external_tp_baseline,support_node_ratio,0.3,,0.3,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,FreeHGC-score-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,c0ef50019b8378f1f171ef19f7b1733f3e87006dae17fcbfbe6816b5b59e4342,7ee49d39f480e11001a4b5100803df989375c775033e7362d4cc3ec9b06585d4,local:external_tp_baseline_impl,https://github.com/GooLiang/FreeHGC
IMDB,FreeHGC-score-TP,external_tp_baseline,support_node_ratio,0.5,,0.5,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,FreeHGC-score-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,ade6c79e83b998d7706f890690fe7d93b0ddab4a05ee7a4c3a52e4377ac0e5db,7373e8155fa841c78f8b5fa0176a615aefc0d1c09ec22b00f9d7f7431f7967fd,local:external_tp_baseline_impl,https://github.com/GooLiang/FreeHGC
IMDB,FreeHGC-score-TP,external_tp_baseline,structural_storage_ratio,0.3,0.3,,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,FreeHGC-score-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,88c80e28700a09386d3fc303e9ca7db78d1df17e7f4ec5fc7db2e13b85ba019e,1cfe4fffae9637e9de4752246c93aa88f5c36f60eb442e965ee6edfef5d95ae5,local:external_tp_baseline_impl,https://github.com/GooLiang/FreeHGC
IMDB,FreeHGC-score-TP,external_tp_baseline,structural_storage_ratio,0.2,0.2,,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,FreeHGC-score-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,b146a32bc0c43ca015783809a692a45f9eff0157ede5460ae932781184fc3a23,dab49aa59ed899790f3618af9bbb8c218fcfbe5175d9388b154a2b6cb76453db,local:external_tp_baseline_impl,https://github.com/GooLiang/FreeHGC
IMDB,FreeHGC-score-TP,external_tp_baseline,structural_storage_ratio,0.16,0.16,,induced_schema_preserving,,3,3,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,FreeHGC-score-TP local target-preserving implementation/proxy was added; official SeHGNN task training is pending.,07d810257e67da0cd0390d9cbdd02671827a58c5beba96dfbf7ff55579902f99,241858f356212b5649b09bf58196a90db43f9f22888cb36e58087a4f484d7db7,local:external_tp_baseline_impl,https://github.com/GooLiang/FreeHGC
DBLP,HeSF-RCS-Rep,schema_preserving_rcs,structural_storage_ratio,0.12,0.11951718894668302,0.30003171582619725,0.08797575615905429,0.5300203883188904,1,5,0.9447888000000001,0.003112726804587885,0.9405382,0.0032060959686197876,,,0.953770196,0.9909888540742896,,True,True,True,True,True,True,True,,,240529d8a23de77b2e84e2982b97536b1afd41eb1648bc112ccbca988d736476,e1573e8488ad75bf47007b991bb6325033ffcdda25001aa4e662dbadf0b58630,D:\HeSF-Coarsen\outputs\gate21_14_full_execution_push\gate21_14_budgeted_selector_by_method.csv,
